Gene names,Intensity,Intensity S1,Intensity S10,Intensity S11,Intensity S12,Intensity S13,Intensity S14,Intensity S15,Intensity S16,Intensity S17,Intensity S18,Intensity S19,Intensity S2,Intensity S20,Intensity S21,Intensity S22,Intensity S23,Intensity S24,Intensity S25,Intensity S26,Intensity S27,Intensity S28,Intensity S29,Intensity S3,Intensity S30,Intensity S31,Intensity S32,Intensity S33,Intensity S34,Intensity S35,Intensity S36,Intensity S37,Intensity S38,Intensity S4,Intensity S5,Intensity S6,Intensity S7,Intensity S8,Intensity S9
IRF2BP2,3.2087E+11,1700900000,1465800000,1353900000,1020400000,1405100000,1579300000,1406100000,1182600000,1628400000,1241200000,1796000000,1942500000,837040000,1637700000,1342700000,2402300000,909620,42902000000,1395800000,26146000000,1376300000,1795600000,1583900000,1485200000,1298200000,27417000000,45307000000,864320000,44695000000,49768000000,828040000,38169000000,2050700000,1784200000,2820200000,1762000000,2061900000,1420400000
IRF2BP2,1280100000,132950000,0,36804000,0,105040000,0,57765000,40001000,0,0,74707000,0,0,46033000,39556000,48770000,0,0,39215000,52121000,0,0,41984000,39865000,0,0,38332000,46827000,0,0,27305000,0,28350000,138480000,168420000,77573000,0,0
RBBP6,19961000000,519150000,467370000,513610000,617990000,627370000,588170000,565130000,615040000,688290000,641470000,401620000,614060000,239600000,650320000,448000000,764850000,0,320090000,449680000,504010000,830470000,650460000,703030000,445550000,749810000,382750000,324640000,805260000,346700000,353490000,406030000,425640000,724420000,479970000,363960000,527930000,636980000,568440000
C5orf24,3334700000,147920000,101380000,107140000,113230000,55627000,80273000,32950000,137280000,0,68569000,44929000,44233000,0,0,152370000,125910000,0,125320000,116150000,167390000,153310000,69727000,75018000,17208000,156360000,53534000,114490000,138620000,132380000,128170000,42840000,40647000,19231000,131160000,216960000,37213000,119400000,67758000
PTAR1,1512000000,37360000,50324000,49196000,13110000,50042000,43565000,57176000,56564000,20943000,71049000,27528000,56470000,0,46899000,52445000,70008000,0,46150000,69390000,32216000,50860000,49497000,53648000,17564000,16227000,38174000,39488000,38124000,38675000,23906000,25387000,20034000,54677000,50860000,69758000,16060000,15912000,42667000
ARPIN,13076000000,280880000,316900000,307260000,361940000,250890000,358000000,366940000,432490000,350370000,440900000,540240000,314040000,242640000,425200000,273280000,278990000,0,387160000,534190000,339120000,423580000,592550000,288010000,414820000,239170000,550030000,64743000,149800000,215920000,270050000,303280000,524230000,396340000,231720000,405780000,303620000,607620000,293540000
TECPR1,1487400000,53028000,40487000,0,17018000,50972000,53265000,73653000,23242000,0,37747000,27583000,32837000,0,71327000,60115000,53825000,0,11693000,0,36499000,53549000,19416000,42798000,17186000,33796000,12046000,43103000,58207000,51162000,45947000,14341000,60369000,66092000,73521000,68192000,53833000,88956000,41561000
RABEPK,12356000000,385100000,214010000,451120000,243480000,371460000,224460000,403710000,251780000,367990000,235450000,443760000,418780000,87369000,275350000,314700000,462020000,0,238700000,509850000,387480000,410450000,361480000,354130000,338040000,466600000,288940000,257560000,309610000,229270000,233240000,281040000,236660000,380190000,388690000,434570000,394650000,420260000,283800000
FBXO33,2385200000,77683000,115930000,117130000,113450000,77712000,55192000,89135000,84639000,94702000,85874000,115670000,73176000,0,89949000,76824000,0,0,38976000,40729000,0,0,75275000,89275000,74642000,0,93642000,60796000,0,56903000,0,0,0,108930000,58136000,68904000,103590000,183350000,64947000
HUWE1,3.0948E+11,9225700000,8804700000,5847900000,7279600000,7877900000,7966400000,5104100000,5054400000,7449800000,5805600000,7546500000,8014300000,2179100000,9127800000,7123600000,11236000000,23606000,6183800000,9235600000,11081000000,12089000000,9254900000,7623500000,8039500000,10601000000,10014000000,7151600000,10174000000,9667700000,9402300000,10414000000,9983400000,6828300000,8614800000,11529000000,8004100000,9714900000,8202500000
YTHDF3,72420000000,1909000000,2156700000,2076700000,1924100000,1772300000,1500500000,2101900000,1856200000,2152800000,1783600000,2306400000,2036500000,803740000,2187400000,1484600000,2674900000,181420,1281600000,1926900000,2676000000,2028700000,2232200000,2795400000,2264500000,2244500000,1864300000,1317800000,1419400000,1435500000,1561800000,1405700000,1805700000,2419900000,1693500000,2209400000,2509500000,2739200000,1860800000
CTU1,2904000000,59929000,81868000,83322000,84715000,72905000,73566000,91898000,82269000,107870000,64389000,137400000,106830000,0,100430000,82840000,109790000,0,49198000,71257000,48164000,96548000,109010000,77056000,110240000,109620000,88789000,50622000,85759000,36057000,40205000,65049000,81810000,49459000,73409000,60824000,61143000,109560000,90166000
FILIP1,8737400000,580120000,55938000,43323000,40113000,296620000,355860000,168140000,39892000,117890000,150040000,115240000,137930000,89734000,517970000,592080000,249810000,0,216940000,260700000,0,80277000,91534000,118600000,130190000,338460000,381840000,355780000,786640000,415100000,456920000,452670000,244820000,0,163120000,400810000,65616000,97719000,128960000
UBE2Q1,15000000000,480430000,362240000,407970000,271960000,326650000,387890000,250300000,312850000,432540000,298150000,133160000,471240000,55070000,272270000,492760000,589580000,0,320750000,359110000,716980000,726040000,309500000,373090000,281620000,460630000,458990000,377300000,266970000,400080000,480880000,345050000,435510000,427950000,405890000,660340000,513330000,739390000,395160000
KIAA0907,6961400000,151370000,157190000,234280000,260670000,278760000,216070000,241810000,173310000,170540000,190180000,239880000,292950000,0,190590000,223140000,222010000,0,170050000,235530000,312770000,160270000,261190000,247470000,193410000,124680000,222970000,172380000,197710000,12393000,31205000,38522000,0,231270000,176700000,284020000,237510000,241850000,166770000
MRPL55,2458100000,76971000,75616000,75363000,61383000,42474000,78705000,50607000,52600000,87434000,62711000,75519000,78242000,0,63087000,53645000,64339000,0,144930000,71654000,62816000,47486000,49937000,72386000,62348000,65712000,55198000,58273000,106510000,68419000,69931000,73051000,66226000,54837000,48776000,50492000,81268000,99739000,49377000
TMED4,55091000000,2013700000,1993200000,1751500000,824240000,1206500000,1598600000,1451400000,1383600000,1255100000,1266100000,1876100000,2079300000,174960000,1301600000,1036000000,1223900000,179190,1102200000,1703400000,1800200000,1170000000,900320000,2342100000,1049100000,1482100000,1512000000,1334000000,811010000,824060000,1067500000,1068500000,829020000,2269800000,1290500000,2515500000,2036400000,3630700000,1916800000
MRPL10,16385000000,435130000,471000000,475440000,293730000,439690000,552420000,418690000,305080000,489770000,573790000,510030000,545310000,0,522100000,528220000,520460000,0,288380000,332540000,203920000,558380000,525070000,518420000,463800000,495420000,389200000,406740000,495530000,373260000,428510000,376980000,415850000,446440000,450380000,514050000,310920000,709090000,601080000
CENPV,60445000000,1936200000,2084100000,825830000,1224200000,2382300000,2148400000,788380000,1088400000,2187000000,1584000000,986530000,1835500000,152420000,1644500000,1708600000,1889300000,0,1156000000,1470500000,2115600000,2325000000,1582000000,2520600000,1117300000,1466200000,1613200000,927140000,1572800000,1944400000,1752000000,1608700000,1578600000,2350600000,1711200000,1820800000,1296600000,2023800000,2026200000
MEGF8,4969500000,35065000,0,0,8947300,13943000,0,9177200,0,10130000,0,18367000,377290000,14339000,28454000,0,575950000,0,7830600,25705000,96582000,515530000,572500000,33350000,31349000,589620000,573640000,12767000,13992000,12575000,411960000,32733000,449020000,10609000,27963000,406910000,12876000,14950000,25350000
